name,company_number,jurisdiction_code,incorporation_date,company_type,branch,inactive,registered_address_street_address,registered_address_locality,registered_address_region,registered_address_postal_code,registered_address_country,country,started_in_year
"""EMERALD-MEDIA"" LIMITED",162359,ie,1990-07-26,Private limited by shares,,True,"2 BEAUFORT VILLAS, RATHFARNHAM, DUBLIN 14., DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1990.0
"""EXPERT EDGE COMPUTER SYSTEMS LIMITED""",117389,ie,1986-10-13,Single member private company limited by shares,,True,"C/O MAZARS, HARCOURT CENTRE, BLOCK 3 HARCOURT ROAD DUBLIN 2, DUBLIN 2, DUBLIN",,,,Ireland,Ireland,1986.0
"""EXPOSURE"" FILM AND VIDEO PRODUCTIONS LIMITED",144475,ie,1989-05-01,Guarantee company without a share capital (public),,True,"I.D.A. COMPLEX, UNIT 4 PRUSSIA STREET, DUBLIN 7., DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1989.0
"""FINANCIAL & REAL-ESTATE INVESTMENT CORPORATION LIMITED""",155809,ie,1990-03-05,Private limited by shares,,True,"2 CLANWILLIAM TERRACE, DUBLIN 2., DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1990.0
"""FORTUNE'S FORTUNE"" FILMS LIMITED",77762,ie,,Unknown,,True,,,,,,Ireland,
"""FREE"" MENTAL HEALTH CAMPAIGN LIMITED",457932,ie,2008-05-27,Guarantee company without a share capital (public),,True,"10 HIGHFIELD DRIVE, MARLEY GRANGE, RATHFARNHAM DUBLIN 16, CO. DUBLIN, DUBLIN, IRELAND",,,,Ireland,Ireland,2008.0
"""FRESH FOR YOU"" LIMITED",76122,ie,1980-06-20,Private,,True,"UNIT 10, RATHMINES TOWN CENTRE, RATHMINES DUBLIN 6., DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1980.0
"""GARDEN IRELAND"" THE VERY BEST OF IRISH GARDEN PRODUCTS LIMITED",342732,ie,2001-05-04,LTD - Private Company Limited by Shares,,False,"BUTLERSLAND, NEW ROSS, WEXFORD, IRELAND",,,,Ireland,Ireland,2001.0
"""GLEN ABHAINN"" PHASE 2 MANAGEMENT COMPANY LIMITED",403196,ie,2005-06-02,Guarantee company without a share capital (public),,True,"85 MAIN STREET, LEIXLIP, KILDARE, IRELAND",,,,Ireland,Ireland,2005.0
"""GO TO"" COMPUTER CENTRE LIMITED",164191,ie,1990-09-14,Private limited by shares,,True,"7 SULLIVANS QUAY, CORK, CORK",,,,Ireland,Ireland,1990.0
"""GREENACRES"" (ARKLOW) LIMITED",151470,ie,1989-11-09,LTD - Private Company Limited by Shares,,False,"Moneylands Farm, Arklow, WICKLOW, Y14 F858, Ireland, Y14 F858",,,,,Ireland,1989.0
"""HAYDEN MEDIA PRODUCTIONS LIMITED""",113498,ie,1986-04-18,Private limited by shares,,True,"GROUND FLOOR, MARINE HOUSE, CLANWILLIAM PLACE DUBLIN 2., DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1986.0
"""HINDU CULTURAL CENTRE (IRELAND)"" COMPANY LIMITED BY GUARANTEE",445725,ie,2007-09-05,CLG - Company Limited by Guarantee,,False,"20 HERMITAGE GROVE, GRANGE ROAD, RATHFARNHAM DUBLIN 16, RATHFARNHAM, DUBLIN, D16R671, IRELAND, D16R671",,,,Ireland,Ireland,2007.0
"""IRBEL""BELGO-IRISH HORSEMEAT CORPORATION LIMITED",16453,ie,,Unknown,,True,,,,,,Ireland,
"""IRISH GENEALOGY LIMITED""",207339,ie,1993-09-21,Guarantee company without a share capital (public),,True,"Shelbourne House, Shelbourne Road, Ballsbridge Dublin 4, DUBLIN, DUBLIN, IRELAND",,,,Ireland,Ireland,1993.0
"""IRISH MANAGEMENT INSTITUTE"" (FORAS BAINISTIOCHTA NA H-EIREANN)",15151,ie,1954-03-31,CLG-Company Limited by Guarantee (licenced company),,False,"SANDYFORD ROAD, DUNDRUM., DUBLIN 14., DUNDRUM, DUBLIN",,,,Ireland,Ireland,1954.0
"""IRISH TRUTH"" COMPANY LIMITED TO PRO",7294,ie,,Unknown,,True,,,,,,Ireland,
"""IRISH WHEELMAN"" PRINTING AND PUBLISHING COMPANY LIMITED",900004,ie,1923-08-31,External company,F,True,"11/13 FINDLATER PLACE, DUBLIN 1., DUBLIN, DUBLIN, D01X2X0, Ireland, D01X2X0",,,,Ireland,Ireland,1923.0
"""JEANETTE"" FUTURES BROKERS (IRELAND) LIMITED",174279,ie,1991-05-22,Private limited by shares,,True,"41 CENTRAL CHAMBERS, DAME COURT, DUBLIN 2, DUBLIN",,,,Ireland,Ireland,1991.0
"""K"" CONSULTING LIMITED",277416,ie,1997-12-17,LTD - Private Company Limited by Shares,,False,"21 IDRONE TERRACE, BLACKROCK, DUBLIN, A94F6H3, A94F6H3",,,,Ireland,Ireland,1997.0
"""K"" ESTATES LIMITED",33760,ie,1971-03-23,Private,,True,"56 LOWER O'CONNELL STREET, DUBLIN 1., DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1971.0
"""K"" SHOES LIMITED",11628,ie,1946-09-23,Private limited by shares,,True,"1 STOKES PLACE, ST. STEPHENS GREEN, DUBLIN 2., DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1946.0
"""KIMSEY""",69772,ie,1979-07-03,Private unlimited,,True,"36 WATERLOO ROAD, DUBLIN 4., DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1979.0
"""KONDOPOGABUMPROM"" NEWSPRINT PAPER LIMITED",179731,ie,1991-10-11,Private limited by shares,,True,"41 CENTRAL CHAMBERS, DAME COURT, DUBLIN 2, DUBLIN",,,,Ireland,Ireland,1991.0
"""KRUSTY NONE"" CATERING COMPANY LIMITED",322929,ie,2000-03-13,Private limited by shares,,True,"RERE 32 MAIN STREET, OFF NOVARA AVENUE, BRAY CO. WICKLOW, IRELAND",,,,Ireland,Ireland,2000.0
"""LECALE ASSOCIATES LIMITED""",263404,ie,1997-03-20,Private limited by shares,,True,"FIRST FLOOR, 17 DAME STREET, DUBLIN 2., DUBLIN, DUBLIN, Ireland",,,,Ireland,Ireland,1997.0
"""LES TAPISSERIES D'ART D'AUBUSSON"" LIMITED",159074,ie,1990-05-16,Private limited by shares,,True,"2 BEAUFORT VILLAS, DUBLIN 14, RATHFARNHAM, DUBLIN",,,,Ireland,Ireland,1990.0
"""LIFE WATER"" CHURCH LIMITED",305597,ie,1999-04-20,Private limited by shares,,True,"SUITE 6, DURKAN HOUSE, 1/3 SANDFORD ROAD DUBLIN 6, DUBLIN 6, DUBLIN, IRELAND",,,,Ireland,Ireland,1999.0
"""""Auzulejas"" Horse Sport Park""",40008328853,lv,2023-09-25,Biedrība,,,"""Auzulejas"", Baldones pag., Ķekavas nov.",,,,Latvia,Latvia,2023.0
"""""BHAKTI JOGA"" LIEPĀJAS DRAUDZE""",90000906585,lv,2000-05-18,Draudze,,,"Mucenieku iela 3A, Liepāja",,,,Latvia,Latvia,2000.0
"""""BIRZĪTES"" - 10""",40008254412,lv,2016-08-03,Biedrība,,,"""Birzītes"" - 10, Zaube, Zaubes pag., Cēsu nov.",,,,Latvia,Latvia,2016.0
"""""CENTRS"" KRISTĪNES LAPIŅAS BIROJS"" IK",40002099760,lv,2003-11-14,Individuālais komersants,,True,"Slokas iela 189-10, Rīga",,,,Latvia,Latvia,2003.0
"""""CENTRUS"" Dzīvokļu īpašnieku biedrība""",40008237412,lv,2015-05-06,Biedrība,,,"Dzirnavu iela 68 k-2, Rīga",,,,Latvia,Latvia,2015.0
"""""DRAUDZE ""TALSU KRISTĪGĀ SADRAUDZĪBA""""",99500000094,lv,2003-02-12,Draudze,,,"""Efatas"", Jaunzemes, Ģibuļu pag., Talsu nov.",,,,Latvia,Latvia,2003.0
"""""Dadža"" pārliekamais sienas kalendārs 1992.gadam""",000740020,lv,1991-10-03,Masu informācijas līdzeklis,,,"Balasta dambis 3, Rīga",,,,Latvia,Latvia,1991.0
"""""DanceSTAR"", balles deju studija""",40008182260,lv,2011-08-19,Biedrība,,,"Lielais prospekts 28A, Jūrmala",,,,Latvia,Latvia,2011.0
"""""Dzēses"" tautas deju klubs""",40008181566,lv,2011-08-02,Biedrība,,,"Andreja Upīša iela 1, Skrīveri, Skrīveru pag., Aizkraukles nov.",,,,Latvia,Latvia,2011.0
"""""EKSPRESS"" RIŽSKIJ DOROŽNIJ ŽURNAL""",000702471,lv,2000-07-07,Masu informācijas līdzeklis,,True,"Brīvības iela 48/50-306, Rīga",,,,Latvia,Latvia,2000.0
"""""GENESIS""-LABU LIETU SĀKUMS""",40008081565,lv,2004-04-08,Sabiedriskā organizācija,,True,"Ozolu iela 15-19, Iecava, Iecavas pagasts, Iecavas novads, Bauskas rajons",,,,Latvia,Latvia,2004.0
"""""Jaunceltnes"" māja Cempos""",40008175095,lv,2011-03-22,Biedrība,,,"""Jaunceltnes"" - 6, Cempi, Brenguļu pag., Valmieras nov.",,,,Latvia,Latvia,2011.0
"""""JĒZUS KRISTUS ATKALNĀKŠANAS"" BALVU BAPTISTU DRAUDZE""",99500000056,lv,2000-12-05,Draudze,,,"Pārupes iela 13 - 1, Tilža, Tilžas pag., Balvu nov.",,,,Latvia,Latvia,2000.0
"""""KAULIŅU"" ATTĪSTĪBAS BIEDRĪBA""",40008134190,lv,2008-11-26,Biedrība,,True,"""Kauliņi"", Mazozoli, Mazozolu pag., Ogres nov.",,,,Latvia,Latvia,2008.0
"""""LexisLab"" valodu laboratorija"" IK",40002223194,lv,2025-06-12,Individuālais komersants,,,"Liepu iela 3 - 15, Mežciems, Jaunsvirlaukas pag., Jelgavas nov.",,,,,Latvia,2025.0
"""""Mieram tuvu"" Solidaritātes fonds""",50008109231,lv,2006-12-14,Nodibinājums,,,"Melnsila iela 26 - 29, Rīga",,,,Latvia,Latvia,2006.0
"""""Nano SEC"" kartinga komanda""",40008113038,lv,2007-03-21,Biedrība,,,"Pulkveža Brieža iela 76A, Sigulda, Siguldas nov.",,,,Latvia,Latvia,2007.0
"""""Ozolzīle"" Apes izglītības attīstībai""",40008189589,lv,2012-02-06,Biedrība,,,"Pasta iela 26, Ape, Smiltenes nov.",,,,Latvia,Latvia,2012.0
"""""SORIG"" Meditācijas un dziedniecības centrs""",40008110421,lv,2007-01-19,Biedrība,,,"Tomsona iela 21 - 3, Rīga",,,,Latvia,Latvia,2007.0
"""""Smaidiņš"" fonds bērnu attīstībai un izglītībai""",50008161171,lv,2010-06-08,Nodibinājums,,,"""Krāces"" - 4, Daugmale, Daugmales pag., Ķekavas nov.",,,,Latvia,Latvia,2010.0
"""""United Animal Care"" fonds""",40008310230,lv,2021-09-15,Nodibinājums,,,"Dravnieku iela 4 - 23, Rīga",,,,Latvia,Latvia,2021.0
"""""Ķer un servē bumbu"" Ogres novada ""Salamandras""""",40008342594,lv,2024-12-18,Biedrība,,,"Saules iela 4, Ķegums, Ogres nov.",,,,Latvia,Latvia,2024.0
"""0 1 Kalna8"" SIA",45403048809,lv,2017-11-14,Sabiedrība ar ierobežotu atbildību,,,"Rīgas iela 19A - 6, Bauska, Bauskas nov.",,,,Latvia,Latvia,2017.0
"""0 FORTŪNA"" SIA",40203220855,lv,2019-07-17,Sabiedrība ar ierobežotu atbildību,,,"Merķeļa iela 17/19 - 3, Rīga",,,,Latvia,Latvia,2019.0
"""1 1 A SOLLERTIA"" SIA",40103210051,lv,2009-01-14,Sabiedrība ar ierobežotu atbildību,,,"Riču iela 6, Siguļi, Carnikavas pag., Ādažu nov.",,,,Latvia,Latvia,2009.0
"""1 Dollar Mission Fonds""",40008222883,lv,2014-04-07,Nodibinājums,,,"Strēlnieku iela 9 - 7, Rīga",,,,Latvia,Latvia,2014.0
"""1, 2, 3 - Sākam"" SIA",44103113176,lv,2017-09-14,Sabiedrība ar ierobežotu atbildību,,,"""Kurpnieki"", Stalbe, Stalbes pag., Cēsu nov.",,,,Latvia,Latvia,2017.0
"""1. Akords""",40008155135,lv,2010-03-08,Biedrība,,,"""Ceļmalas"", Prauliena, Praulienas pag., Madonas nov.",,,,Latvia,Latvia,2010.0
"""1.Maija iela 3""",40008282187,lv,2018-11-22,Biedrība,,,"1. maija iela 3 - 4, Emburga, Salgales pag., Jelgavas nov.",,,,Latvia,Latvia,2018.0
"""1.bulvāris"" IK",40002121402,lv,2006-08-18,Individuālais komersants,,True,"Krišjāņa Barona iela 76/33, Rīga",,,,Latvia,Latvia,2006.0
"""10 PPM"" SIA",40103935884,lv,2015-10-05,Sabiedrība ar ierobežotu atbildību,,,"Lizuma iela 1 k-12, Rīga",,,,Latvia,Latvia,2015.0
"""100 labie darbi""",40008149321,lv,2009-11-09,Biedrība,,True,"Partijas iela ""Ciņi"", Renda, Rendas pag., Kuldīgas nov.",,,,Latvia,Latvia,2009.0
"""1000 sekretov""",000740518,lv,2022-05-10,Masu informācijas līdzeklis,,,,,,,,Latvia,2022.0
"""1001 krossvord""",000740567,lv,2024-03-20,Masu informācijas līdzeklis,,,,,,,,Latvia,2024.0
"""100SaulesVikingi"" IK",40002203910,lv,2023-05-11,Individuālais komersants,,,"Saules iela 100, Grobiņa, Dienvidkurzemes nov.",,,,Latvia,Latvia,2023.0
"""108 IZAUGSMES"" SIA",40203265751,lv,2020-10-08,Sabiedrība ar ierobežotu atbildību,,,"Dundagas iela 12 - 6, Talsi, Talsu nov.",,,,Latvia,Latvia,2020.0
"""108"" SIA",40103291885,lv,2010-05-14,Sabiedrība ar ierobežotu atbildību,,,"Zeltiņu iela 82A, Mārupe, Mārupes nov.",,,,,Latvia,2010.0
"""109 NOVADI.LV""",40008161574,lv,2010-06-17,Biedrība,,,"Lubānas iela 20 - 6, Rīga",,,,Latvia,Latvia,2010.0
"""10it risinājumi""",40008279543,lv,2018-08-22,Biedrība,,,"Mātera iela 33 - 65, Jelgava",,,,Latvia,Latvia,2018.0
"""11. NOVEMBRIS""",40008311804,lv,2021-11-28,Biedrība,,,"""Krastkalni"", Mālpils pag., Siguldas nov.",,,,Latvia,Latvia,2021.0
"""112"" SIA",50003800181,lv,2006-02-02,Sabiedrība ar ierobežotu atbildību,,True,"""Dzintarkrasti"" - 16, Loja, Sējas pag., Saulkrastu nov.",,,,Latvia,Latvia,2006.0
"""115 Kaimiņi""",40008153505,lv,2010-02-05,Biedrība,,True,"Cialkovska iela 14 - 85, Daugavpils",,,,Latvia,Latvia,2010.0
"""12 Kalnieši""",40008172173,lv,2011-02-08,Biedrība,,,"Kalna iela 37 - 6, Madona, Madonas nov.",,,,Latvia,Latvia,2011.0
"""12 krasti""",40008126259,lv,2008-04-07,Biedrība,,,"Skolas iela 4, Ventspils",,,,Latvia,Latvia,2008.0
"""12.māja""",40008269102,lv,2017-10-05,Biedrība,,,"Čiekurkalna 4. šķērslīnija 12 k-2 - 92, Rīga",,,,Latvia,Latvia,2017.0
"""1234.LV""",40008126117,lv,2008-04-03,Biedrība,,,"Dzirnavu iela 140-4, Rīga",,,,Latvia,Latvia,2008.0
"""13 Palmu nams""",40008298648,lv,2020-07-09,Biedrība,,,"Palmu iela 13 - 5, Rīga",,,,Latvia,Latvia,2020.0
"""13 rajons""",40008201699,lv,2012-11-20,Biedrība,,,"Valmieras iela 13 - 8, Zilaiskalns, Zilākalna pag., Valmieras nov.",,,,Latvia,Latvia,2012.0
"""13. janvāris""",40008152247,lv,2010-01-11,Biedrība,,,"Lastādijas iela 54, Rīga",,,,Latvia,Latvia,2010.0
"""13.promociju padome-mehi""",40008106271,lv,2006-09-18,Biedrība,,,"Ezermalas iela 6, Rīga",,,,Latvia,Latvia,2006.0
"""CMG BRAZIL"" S.à r.l., SPF",B182833,lu,2013-12-24,Société à responsabilité limitée,,,"58, rue Charles Martel
L - 2134 Luxembourg",,,,Luxembourg,Luxembourg,2013.0
"""LANDSIS GEIE"" / Land Statistical Information Systems GEIE",D53,lu,1998-09-25,Groupement européen d'intérêt économique,,,,,,,,Luxembourg,1998.0
"""LIEWENsBÜHN - Konscht a Bildung"" a.s.b.l.",F8149,lu,2009-11-23,Association sans but lucratif,,,,,,,,Luxembourg,2009.0
"""Starfish S.à.r.l.""",B222260,lu,2018-03-01,Société à responsabilité limitée,,,"3, route du Vin
L - 6794 Grevenmacher",,,,Luxembourg,Luxembourg,2018.0
#BeHuman Luxembourg A.s.b.l.,F10538,lu,2015-10-07,Association sans but lucratif,,,,,,,,Luxembourg,2015.0
#Luxusbuerg a.s.b.l.,F2385,lu,2006-06-28,Association sans but lucratif,,,,,,,,Luxembourg,2006.0
#play14 A.s.b.l.,F11335,lu,2017-05-22,Association sans but lucratif,,,,,,,,Luxembourg,2017.0
&coll SARL,B148263,lu,2009-09-29,Société à responsabilité limitée,,True,"19, Parc d'activité Syrdall
L - 5365 Munsbach",,,,Luxembourg,Luxembourg,2009.0
"(Association des) Ancien(ne)s et Ami(e)s du LTMA, a.s.b.l.",F9755,lu,2013-11-20,Association sans but lucratif,,,,,,,,Luxembourg,2013.0
(DS)2 S.A.,B42257,lu,1992-12-28,Société anonyme,,,"19-21, Route d'Arlon
L - 8009 Strassen",,,,Luxembourg,Luxembourg,1992.0
(ES)² GROUP S.A.,B179355,lu,2013-08-08,Société anonyme,,,"72, rue du Cimetière
L - 1338 Luxembourg",,,,Luxembourg,Luxembourg,2013.0
(ITAF) ITALIANA TURISMI AGRICOLI FABER S.A.,B72217,lu,1999-11-10,Société anonyme,,True,"38, Boulevard Napoléon Ier
L - 2210 Luxembourg",,,,Luxembourg,Luxembourg,1999.0
(f)Utile,B224064,lu,2018-05-08,Société à responsabilité limitée,,,"80, route de Longwy
L - 8060 Bertrange",,,,Luxembourg,Luxembourg,2018.0
+ Impakt Luxembourg S.à r.l.,B198768,lu,2015-07-28,Société à responsabilité limitée,,,"37, rue de Canach
L - 5368 Schuttrange",,,,Luxembourg,Luxembourg,2015.0
...Tastiks asbl,F10777,lu,2016-04-05,Association sans but lucratif,,,,,,,,Luxembourg,2016.0
001 invest WORLD OPPORTUNITIES FUND,B75911,lu,2000-05-30,Société d'investissement à capital variable,,True,"14, BOULEVARD ROYAL
L - 2449 LUXEMBOURG",,,,Luxembourg,Luxembourg,2000.0
01 Invest s.à r.l.,B158236,lu,2011-01-21,Société à responsabilité limitée,,,"2, rue Jean Engling
L - 1466 Luxemburg",,,,Luxembourg,Luxembourg,2011.0
01 PLIROFORIKI INTERNATIONAL S.A.,B81273,lu,2001-04-05,Société anonyme,,,"50, Val Fleuri
L - 1526 Luxembourg",,,,Luxembourg,Luxembourg,2001.0
02FEEL,B127667,lu,2007-05-18,Société anonyme,,True,"2, Toodlermillen
L - 9181 Tadler",,,,Luxembourg,Luxembourg,2007.0
03 L S.A.,B192221,lu,2014-12-01,Société anonyme,,,"12-14, Boulevard d'Avranches
L - 1160 Luxembourg",,,,Luxembourg,Luxembourg,2014.0
037FIN S.à r.l.,B187489,lu,2014-06-05,Société à responsabilité limitée,,,"100a, Route D'Arlon
L - 1150 Luxembourg",,,,Luxembourg,Luxembourg,2014.0
04 IGOR.NANCE S.à r.l.,B183590,lu,2014-01-21,Société à responsabilité limitée,,,"71, Rue de Bridel
L - 7217 Bereldange",,,,Luxembourg,Luxembourg,2014.0
04 RETAIL S.À R.L,B196946,lu,2015-05-21,Société à responsabilité limitée,,,"34, Rue Notre Dame
L - 2240 Luxembourg",,,,Luxembourg,Luxembourg,2015.0
05 IGOR.NANCE S. à r.l.,B197368,lu,2015-06-05,Société à responsabilité limitée,,,"71, rue de Bridel
L - 7217 Bereldange",,,,Luxembourg,Luxembourg,2015.0
05 RETAIL S.à R.L,B199905,lu,2015-09-14,Société à responsabilité limitée,,,"59, Grand-Rue
L - 1661 Luxembourg",,,,Luxembourg,Luxembourg,2015.0
06.06.2007 Investment,E3707,lu,2007-07-18,Société civile,,,,,,,,Luxembourg,2007.0
0606 Investments S.à r.l.,B207143,lu,2016-06-30,Société à responsabilité limitée,,,"15, rue Edward Steichen
L - 2540 Luxembourg",,,,Luxembourg,Luxembourg,2016.0
0800 NETSHOP S.A.,B73876,lu,2000-02-04,Société anonyme,,True,"Rue des Scillas
L - 2529 Howald",,,,Luxembourg,Luxembourg,2000.0
0875 International S.A.,B188463,lu,2014-07-11,Société anonyme,,,"24, rue Saint Mathieu
L - 2138 Luxembourg",,,,Luxembourg,Luxembourg,2014.0
09 Generation Sàrl,B125872,lu,2007-04-16,Société à responsabilité limitée,,True,"7A, Rue Principale
L - 6165 Ernster",,,,Luxembourg,Luxembourg,2007.0
1 2 3 CONCEPT S. à r.l.,B114116,lu,2006-02-15,Société à responsabilité limitée,,True,"90, Rue de Hollerich
L - 1740 Luxembourg",,,,Luxembourg,Luxembourg,2006.0
1 2 3 LUXEMBOURG S.A.,B55215,lu,1996-06-28,Société anonyme,,,"2, rue Alphonse Weicker
L - 2721 Luxembourg",,,,Luxembourg,Luxembourg,1996.0
1 Day International S.à r.l.,B189104,lu,2014-08-04,Société à responsabilité limitée,,,"35, Avenue Monterey
L - 2163 Luxembourg",,,,Luxembourg,Luxembourg,2014.0
"1 Hotels & Residences Global Licensing (Lux), SARL",B131375,lu,2007-09-13,Société à responsabilité limitée,,True,"5, Rue Guillaume Kroll
L - 1882 Luxembourg",,,,Luxembourg,Luxembourg,2007.0
1 Leadenhall Investments S.à r.l.,B214702,lu,2017-05-15,Société à responsabilité limitée,,,"5, rue Guillaume Kroll
L - 1882 Luxembourg",,,,Luxembourg,Luxembourg,2017.0
1 Mabledon Place S.à r.l.,B194945,lu,2015-03-03,Société à responsabilité limitée,,,"121, Avenue de la Faïencerie
L - 1511 Luxembourg",,,,Luxembourg,Luxembourg,2015.0
1 Madison Properties (Luxembourg) S.à r.l.,B200056,lu,2015-09-21,Société à responsabilité limitée,,,"35, Boulevard Prince Henri
L - 1724 Luxembourg",,,,Luxembourg,Luxembourg,2015.0
1 TRADE S.à r.l.,B81513,lu,2001-04-20,Société à responsabilité limitée,,True,"14, Rue des Lilas
L - 6454 Echternach",,,,Luxembourg,Luxembourg,2001.0
1 VISION S.à r.l.,B157184,lu,2010-12-09,Société à responsabilité limitée,,,"16, Place du Marché
L - 5555 Remich",,,,Luxembourg,Luxembourg,2010.0
1'NSPIRATIONS SA,B204651,lu,2016-03-16,Société anonyme,,,"6, rue d'Arlon
L - 8399 Windhof",,,,Luxembourg,Luxembourg,2016.0
"1, 2, 3, Sourire S.à r.l.",B139978,lu,2008-07-16,Société à responsabilité limitée,,,"37, Allée Léopold Goebel
L - 1635 Luxembourg",,,,Luxembourg,Luxembourg,2008.0
"1, Inc. Lux S.A.",B184757,lu,2014-02-26,Société anonyme,,,"1, Boulevard de la Foire
L - 1528 Luxembourg",,,,Luxembourg,Luxembourg,2014.0
"1,2,3 SOLEIL LUXEMBOURG asbl",F7914,lu,2009-04-01,Association sans but lucratif,,,,,,,,Luxembourg,2009.0
1-2-3 LASS,B50297,lu,1995-02-24,Société à responsabilité limitée,,,"3, Rue de la Reine
L - 2418 Luxembourg",,,,Luxembourg,Luxembourg,1995.0
1-DAYS S.à.r.l.,B144860,lu,2009-02-25,Société à responsabilité limitée,,True,"16, rue de la Halte
L - 8715 Everlange",,,,Luxembourg,Luxembourg,2009.0
1. Europäischer Sportclub,F4007,lu,2006-08-08,Association sans but lucratif,,,,,,,,Luxembourg,2006.0
1. SIF-SCS,B198695,lu,2015-07-24,Société en commandite simple  Société d'investissement à capital variable - Fonds d'investissement spécialisé,,,"3, boulevard Royal
L - 2449 Luxembourg",,,,Luxembourg,Luxembourg,2015.0
1. Sicav,B96344,lu,2003-10-24,Société d'investissement à capital variable,,,"4, Rue Thomas Edison
L - 1445 Strassen",,,,Luxembourg,Luxembourg,2003.0
1.ARC-LUX,B172457,lu,2012-11-05,Société anonyme,,,"21, rue Glesener
L - 1631 Luxembourg",,,,Luxembourg,Luxembourg,2012.0
"1.FC Gruefwiss Leideleng, a.s.b.l.",F7796,lu,2008-12-09,Association sans but lucratif,,,,,,,,Luxembourg,2008.0
"""BE-IT"" LIMITED",C47654,mt,2009-09-03,,,True,"22, SUITE 1, TOWER STREET,",MSIDA,,,Malta,Malta,2009.0
"""DE EIK"" B.V.",OC1021,mt,2016-03-14,,,,"113B, PAOLA ROAD,",TARXIEN,,,Malta,Malta,2016.0
"""TA GNIEDI"" PROPERTY LTD",C34558,mt,2004-09-06,,,,"SUMMERBREEZE APARTMENTS, FLAT 2, TRIQ L-IMHAR, QAWRA,",ST. PAUL'S BAY,,,Malta,Malta,2004.0
"""WALTER VOLL"" LTD",C51864,mt,2011-02-01,,,,143 Vjal il-Blue Grotto,ZURRIEQ,,,Malta,Malta,2011.0
''CONFIC'' LTD.,C52178,mt,2011-03-04,,,,"4, BISHOP PACE STREET,",MELLIEHA,,,Malta,Malta,2011.0
'EDUARD MELIX' EXCLUSIVE JEWELRY LIMITED,C35815,mt,2005-03-09,,,,"MAYFLOWERS, MANS/BLK. 1/FLAT 3, BISAZZA STREET,",,,,Malta,Malta,2005.0
(GIBRALTAR) TRUSTEES LIMITED,OC1035,mt,2016-03-10,,,,"NO. 2, GERALDU FARRUGIA STREET",ZEBBUG,,,Malta,Malta,2016.0
(MEI) Mediterranean Engineering Innovation Ltd.,C105546,mt,2023-06-05,,,,"MAIS 1 HAMLET COURT, TRIQ GNIEN XIBLA,",XAGHRA (GOZO),,,Malta,Malta,2023.0
(SIH) Star Invest Holdings Limited,C61006,mt,2013-07-01,,,,"VILLA MALITAH, MEDITERRANEAN STREET, THE VILLAGE,",ST. JULIANS,,,Malta,Malta,2013.0
.KWG EMOTIONAL DESIGN LIMITED,C46840,mt,,,,False,IN-NAQQAX ROAD ,MOSTA,,,Malta,Malta,
004 INTERNATIONAL LIMITED,C80214,mt,2017-03-29,,,,"35, ST BARBARA BASTIONS,",VALLETTA,,,Malta,Malta,2017.0
005 ENTERTAINMENT LIMITED,C38838,mt,2006-06-01,,,,"BELMONTE HEIGHTS, BLOCK F, FLAT 15, SANT INJAZJU STREET",SLIEMA,,,Malta,Malta,2006.0
01AS FRENCH DESK LTD,C99837,mt,2021-09-28,,,,"123, Melita Street",VALLETTA,,,Malta,Malta,2021.0
0208 INVESTMENTS LIMITED,C37580,mt,2005-12-16,,,,"Fort Business Centre, Level 2 Mriehel Bypass",BIRKIRKARA,,,Malta,Malta,2005.0
0700 LTD,C60305,mt,2013-05-03,,,,"175, LEVEL 1, INDEPENDENCE AVENUE,",MOSTA,,,Malta,Malta,2013.0
08 GROUP LIMITED,C77223,mt,2016-09-13,,,False,"203, INDEPENDENCE AVENUE,",ZURRIEQ,,,Malta,Malta,2016.0
093 FAST FERRY LEASING LIMITED,C95808,mt,2020-06-08,,,,"FIRST FLOOR, ORANGE POINT, DUN KARM STREET, BIRKIRKARA BY-PASS,",BIRKIRKARA,,,Malta,Malta,2020.0
099LOTTO HOLDINGS LIMITED,C87976,mt,2018-08-27,,,,"THE BASTIONS OFFICES NO.2, EMVIN CREMONA STREET,",FLORIANA,,,Malta,Malta,2018.0
099LOTTO OPERATIONS LIMITED,C87978,mt,2018-08-27,,,,THE BASTIONS OFFICE NO. 2 EMVIN CREMONA STREET,FLORIANA,,,Malta,Malta,2018.0
0TO1 INNOVATIONS LTD,C85719,mt,2018-04-09,,,,"111, ST. TERESA, TRIQ IT-TORRI,",BIRKIRKARA,,,Malta,Malta,2018.0
1 BOX OFFICE LIMITED,C94184,mt,2019-12-09,,,False,"First floor, Standard House, Birkirkara Hill",ST. JULIANS,,,Malta,Malta,2019.0
1 LEVER LTD,C66242,mt,2014-08-04,,,,"15, THELMA, TRIQ SAN GAKBU,",SLIEMA,,,Malta,Malta,2014.0
1 MEDIA PROCESSING LIMITED,C67470,mt,2014-11-05,,,,"24, WINDSOR STREET,",SLIEMA,,,Malta,Malta,2014.0
